stationID,startTime,endTime,input_real,output_real,input_model_1,output_model_1,input_model_2,output_model_2,input_model_3,output_model_3,input_model_4,output_model_4,input_model_5,output_model_5
0,1/29/2019 15:30,1/29/2019 15:40,,,,,,,,,,,,
0,1/29/2019 15:40,1/29/2019 15:50,,,,,,,,,,,,
0,1/29/2019 15:50,1/29/2019 16:00,,,,,,,,,,,,
0,1/29/2019 16:00,1/29/2019 16:10,,,,,,,,,,,,
0,1/29/2019 16:10,1/29/2019 16:20,,,,,,,,,,,,
0,1/29/2019 16:20,1/29/2019 16:30,,,,,,,,,,,,
0,1/29/2019 16:30,1/29/2019 16:40,,,,,,,,,,,,
0,1/29/2019 16:40,1/29/2019 16:50,,,,,,,,,,,,
0,1/29/2019 16:50,1/29/2019 17:00,,,,,,,,,,,,
0,1/29/2019 17:00,1/29/2019 17:10,,,,,,,,,,,,
0,1/29/2019 17:10,1/29/2019 17:20,,,,,,,,,,,,
0,1/29/2019 17:20,1/29/2019 17:30,,,,,,,,,,,,
0,1/29/2019 17:30,1/29/2019 17:40,,,,,,,,,,,,
0,1/29/2019 17:40,1/29/2019 17:50,,,,,,,,,,,,
0,1/29/2019 17:50,1/29/2019 18:00,,,,,,,,,,,,
0,1/29/2019 18:00,1/29/2019 18:10,,,,,,,,,,,,
0,1/29/2019 18:10,1/29/2019 18:20,,,,,,,,,,,,
0,1/29/2019 18:20,1/29/2019 18:30,,,,,,,,,,,,
0,1/29/2019 18:30,1/29/2019 18:40,,,,,,,,,,,,
0,1/29/2019 18:40,1/29/2019 18:50,,,,,,,,,,,,
0,1/29/2019 18:50,1/29/2019 19:00,,,,,,,,,,,,
0,1/29/2019 19:00,1/29/2019 19:10,,,,,,,,,,,,
0,1/29/2019 19:10,1/29/2019 19:20,,,,,,,,,,,,
0,1/29/2019 19:20,1/29/2019 19:30,,,,,,,,,,,,
0,1/29/2019 19:30,1/29/2019 19:40,,,,,,,,,,,,
0,1/29/2019 19:40,1/29/2019 19:50,,,,,,,,,,,,
0,1/29/2019 19:50,1/29/2019 20:00,,,,,,,,,,,,
0,1/29/2019 20:00,1/29/2019 20:10,,,,,,,,,,,,
0,1/29/2019 20:10,1/29/2019 20:20,,,,,,,,,,,,
0,1/29/2019 20:20,1/29/2019 20:30,,,,,,,,,,,,
0,1/29/2019 20:30,1/29/2019 20:40,,,,,,,,,,,,
0,1/29/2019 20:40,1/29/2019 20:50,,,,,,,,,,,,
0,1/29/2019 20:50,1/29/2019 21:00,,,,,,,,,,,,
0,1/29/2019 21:00,1/29/2019 21:10,,,,,,,,,,,,
0,1/29/2019 21:10,1/29/2019 21:20,,,,,,,,,,,,
0,1/29/2019 21:20,1/29/2019 21:30,,,,,,,,,,,,
0,1/29/2019 21:30,1/29/2019 21:40,,,,,,,,,,,,
0,1/29/2019 21:40,1/29/2019 21:50,,,,,,,,,,,,
0,1/29/2019 21:50,1/29/2019 22:00,,,,,,,,,,,,
0,1/29/2019 22:00,1/29/2019 22:10,,,,,,,,,,,,
0,1/29/2019 22:10,1/29/2019 22:20,,,,,,,,,,,,
0,1/29/2019 22:20,1/29/2019 22:30,,,,,,,,,,,,
0,1/29/2019 22:30,1/29/2019 22:40,,,,,,,,,,,,
0,1/29/2019 22:40,1/29/2019 22:50,,,,,,,,,,,,
0,1/29/2019 22:50,1/29/2019 23:00,,,,,,,,,,,,
0,1/29/2019 23:00,1/29/2019 23:10,,,,,,,,,,,,
0,1/29/2019 23:10,1/29/2019 23:20,,,,,,,,,,,,
0,1/29/2019 23:20,1/29/2019 23:30,,,,,,,,,,,,
0,1/29/2019 23:30,1/29/2019 23:40,,,,,,,,,,,,
0,1/29/2019 23:40,1/29/2019 23:50,,,,,,,,,,,,
0,1/29/2019 23:50,1/30/2019 0:00,,,,,,,,,,,,
1,1/29/2019 0:00,1/29/2019 0:10,,,,,,,,,,,,
1,1/29/2019 0:10,1/29/2019 0:20,,,,,,,,,,,,
1,1/29/2019 0:20,1/29/2019 0:30,,,,,,,,,,,,
1,1/29/2019 0:30,1/29/2019 0:40,,,,,,,,,,,,
1,1/29/2019 0:40,1/29/2019 0:50,,,,,,,,,,,,
1,1/29/2019 0:50,1/29/2019 1:00,,,,,,,,,,,,
1,1/29/2019 1:00,1/29/2019 1:10,,,,,,,,,,,,
1,1/29/2019 1:10,1/29/2019 1:20,,,,,,,,,,,,
1,1/29/2019 1:20,1/29/2019 1:30,,,,,,,,,,,,
1,1/29/2019 1:30,1/29/2019 1:40,,,,,,,,,,,,
1,1/29/2019 1:40,1/29/2019 1:50,,,,,,,,,,,,
1,1/29/2019 1:50,1/29/2019 2:00,,,,,,,,,,,,
1,1/29/2019 2:00,1/29/2019 2:10,,,,,,,,,,,,
1,1/29/2019 2:10,1/29/2019 2:20,,,,,,,,,,,,
1,1/29/2019 2:20,1/29/2019 2:30,,,,,,,,,,,,
1,1/29/2019 2:30,1/29/2019 2:40,,,,,,,,,,,,
1,1/29/2019 2:40,1/29/2019 2:50,,,,,,,,,,,,
1,1/29/2019 2:50,1/29/2019 3:00,,,,,,,,,,,,
1,1/29/2019 3:00,1/29/2019 3:10,,,,,,,,,,,,
1,1/29/2019 3:10,1/29/2019 3:20,,,,,,,,,,,,
1,1/29/2019 3:20,1/29/2019 3:30,,,,,,,,,,,,
1,1/29/2019 3:30,1/29/2019 3:40,,,,,,,,,,,,
1,1/29/2019 3:40,1/29/2019 3:50,,,,,,,,,,,,
1,1/29/2019 3:50,1/29/2019 4:00,,,,,,,,,,,,
1,1/29/2019 4:00,1/29/2019 4:10,,,,,,,,,,,,
1,1/29/2019 4:10,1/29/2019 4:20,,,,,,,,,,,,
1,1/29/2019 4:20,1/29/2019 4:30,,,,,,,,,,,,
1,1/29/2019 4:30,1/29/2019 4:40,,,,,,,,,,,,
1,1/29/2019 4:40,1/29/2019 4:50,,,,,,,,,,,,
1,1/29/2019 4:50,1/29/2019 5:00,,,,,,,,,,,,
1,1/29/2019 5:00,1/29/2019 5:10,,,,,,,,,,,,
1,1/29/2019 5:10,1/29/2019 5:20,,,,,,,,,,,,
1,1/29/2019 5:20,1/29/2019 5:30,,,,,,,,,,,,
1,1/29/2019 5:30,1/29/2019 5:40,,,,,,,,,,,,
1,1/29/2019 5:40,1/29/2019 5:50,,,,,,,,,,,,
1,1/29/2019 5:50,1/29/2019 6:00,,,,,,,,,,,,
1,1/29/2019 6:00,1/29/2019 6:10,,,,,,,,,,,,
1,1/29/2019 6:10,1/29/2019 6:20,,,,,,,,,,,,
1,1/29/2019 6:20,1/29/2019 6:30,,,,,,,,,,,,
1,1/29/2019 6:30,1/29/2019 6:40,,,,,,,,,,,,
1,1/29/2019 6:40,1/29/2019 6:50,,,,,,,,,,,,
1,1/29/2019 6:50,1/29/2019 7:00,,,,,,,,,,,,
1,1/29/2019 7:00,1/29/2019 7:10,,,,,,,,,,,,
1,1/29/2019 7:10,1/29/2019 7:20,,,,,,,,,,,,
1,1/29/2019 7:20,1/29/2019 7:30,,,,,,,,,,,,
1,1/29/2019 7:30,1/29/2019 7:40,,,,,,,,,,,,
1,1/29/2019 7:40,1/29/2019 7:50,,,,,,,,,,,,
1,1/29/2019 7:50,1/29/2019 8:00,,,,,,,,,,,,
1,1/29/2019 8:00,1/29/2019 8:10,,,,,,,,,,,,
1,1/29/2019 8:10,1/29/2019 8:20,,,,,,,,,,,,
1,1/29/2019 8:20,1/29/2019 8:30,,,,,,,,,,,,
1,1/29/2019 8:30,1/29/2019 8:40,,,,,,,,,,,,
1,1/29/2019 8:40,1/29/2019 8:50,,,,,,,,,,,,
1,1/29/2019 8:50,1/29/2019 9:00,,,,,,,,,,,,
1,1/29/2019 9:00,1/29/2019 9:10,,,,,,,,,,,,
1,1/29/2019 9:10,1/29/2019 9:20,,,,,,,,,,,,
1,1/29/2019 9:20,1/29/2019 9:30,,,,,,,,,,,,
1,1/29/2019 9:30,1/29/2019 9:40,,,,,,,,,,,,
1,1/29/2019 9:40,1/29/2019 9:50,,,,,,,,,,,,
1,1/29/2019 9:50,1/29/2019 10:00,,,,,,,,,,,,
1,1/29/2019 10:00,1/29/2019 10:10,,,,,,,,,,,,
1,1/29/2019 10:10,1/29/2019 10:20,,,,,,,,,,,,
1,1/29/2019 10:20,1/29/2019 10:30,,,,,,,,,,,,
1,1/29/2019 10:30,1/29/2019 10:40,,,,,,,,,,,,
1,1/29/2019 10:40,1/29/2019 10:50,,,,,,,,,,,,
1,1/29/2019 10:50,1/29/2019 11:00,,,,,,,,,,,,
1,1/29/2019 11:00,1/29/2019 11:10,,,,,,,,,,,,
1,1/29/2019 11:10,1/29/2019 11:20,,,,,,,,,,,,
1,1/29/2019 11:20,1/29/2019 11:30,,,,,,,,,,,,
1,1/29/2019 11:30,1/29/2019 11:40,,,,,,,,,,,,
1,1/29/2019 11:40,1/29/2019 11:50,,,,,,,,,,,,
1,1/29/2019 11:50,1/29/2019 12:00,,,,,,,,,,,,
1,1/29/2019 12:00,1/29/2019 12:10,,,,,,,,,,,,
1,1/29/2019 12:10,1/29/2019 12:20,,,,,,,,,,,,
1,1/29/2019 12:20,1/29/2019 12:30,,,,,,,,,,,,
1,1/29/2019 12:30,1/29/2019 12:40,,,,,,,,,,,,
1,1/29/2019 12:40,1/29/2019 12:50,,,,,,,,,,,,
1,1/29/2019 12:50,1/29/2019 13:00,,,,,,,,,,,,
1,1/29/2019 13:00,1/29/2019 13:10,,,,,,,,,,,,
1,1/29/2019 13:10,1/29/2019 13:20,,,,,,,,,,,,
1,1/29/2019 13:20,1/29/2019 13:30,,,,,,,,,,,,
1,1/29/2019 13:30,1/29/2019 13:40,,,,,,,,,,,,
1,1/29/2019 13:40,1/29/2019 13:50,,,,,,,,,,,,
1,1/29/2019 13:50,1/29/2019 14:00,,,,,,,,,,,,
1,1/29/2019 14:00,1/29/2019 14:10,,,,,,,,,,,,
1,1/29/2019 14:10,1/29/2019 14:20,,,,,,,,,,,,
1,1/29/2019 14:20,1/29/2019 14:30,,,,,,,,,,,,
1,1/29/2019 14:30,1/29/2019 14:40,,,,,,,,,,,,
1,1/29/2019 14:40,1/29/2019 14:50,,,,,,,,,,,,
1,1/29/2019 14:50,1/29/2019 15:00,,,,,,,,,,,,
1,1/29/2019 15:00,1/29/2019 15:10,,,,,,,,,,,,
1,1/29/2019 15:10,1/29/2019 15:20,,,,,,,,,,,,
1,1/29/2019 15:20,1/29/2019 15:30,,,,,,,,,,,,
1,1/29/2019 15:30,1/29/2019 15:40,,,,,,,,,,,,
1,1/29/2019 15:40,1/29/2019 15:50,,,,,,,,,,,,
1,1/29/2019 15:50,1/29/2019 16:00,,,,,,,,,,,,
1,1/29/2019 16:00,1/29/2019 16:10,,,,,,,,,,,,
1,1/29/2019 16:10,1/29/2019 16:20,,,,,,,,,,,,
1,1/29/2019 16:20,1/29/2019 16:30,,,,,,,,,,,,
1,1/29/2019 16:30,1/29/2019 16:40,,,,,,,,,,,,
1,1/29/2019 16:40,1/29/2019 16:50,,,,,,,,,,,,
1,1/29/2019 16:50,1/29/2019 17:00,,,,,,,,,,,,
1,1/29/2019 17:00,1/29/2019 17:10,,,,,,,,,,,,
1,1/29/2019 17:10,1/29/2019 17:20,,,,,,,,,,,,
1,1/29/2019 17:20,1/29/2019 17:30,,,,,,,,,,,,
1,1/29/2019 17:30,1/29/2019 17:40,,,,,,,,,,,,
1,1/29/2019 17:40,1/29/2019 17:50,,,,,,,,,,,,
1,1/29/2019 17:50,1/29/2019 18:00,,,,,,,,,,,,
1,1/29/2019 18:00,1/29/2019 18:10,,,,,,,,,,,,
1,1/29/2019 18:10,1/29/2019 18:20,,,,,,,,,,,,
1,1/29/2019 18:20,1/29/2019 18:30,,,,,,,,,,,,
1,1/29/2019 18:30,1/29/2019 18:40,,,,,,,,,,,,
1,1/29/2019 18:40,1/29/2019 18:50,,,,,,,,,,,,
1,1/29/2019 18:50,1/29/2019 19:00,,,,,,,,,,,,
1,1/29/2019 19:00,1/29/2019 19:10,,,,,,,,,,,,
1,1/29/2019 19:10,1/29/2019 19:20,,,,,,,,,,,,
1,1/29/2019 19:20,1/29/2019 19:30,,,,,,,,,,,,
1,1/29/2019 19:30,1/29/2019 19:40,,,,,,,,,,,,
1,1/29/2019 19:40,1/29/2019 19:50,,,,,,,,,,,,
1,1/29/2019 19:50,1/29/2019 20:00,,,,,,,,,,,,
1,1/29/2019 20:00,1/29/2019 20:10,,,,,,,,,,,,
1,1/29/2019 20:10,1/29/2019 20:20,,,,,,,,,,,,
1,1/29/2019 20:20,1/29/2019 20:30,,,,,,,,,,,,
1,1/29/2019 20:30,1/29/2019 20:40,,,,,,,,,,,,
1,1/29/2019 20:40,1/29/2019 20:50,,,,,,,,,,,,
1,1/29/2019 20:50,1/29/2019 21:00,,,,,,,,,,,,
1,1/29/2019 21:00,1/29/2019 21:10,,,,,,,,,,,,
1,1/29/2019 21:10,1/29/2019 21:20,,,,,,,,,,,,
1,1/29/2019 21:20,1/29/2019 21:30,,,,,,,,,,,,
1,1/29/2019 21:30,1/29/2019 21:40,,,,,,,,,,,,
1,1/29/2019 21:40,1/29/2019 21:50,,,,,,,,,,,,
1,1/29/2019 21:50,1/29/2019 22:00,,,,,,,,,,,,
1,1/29/2019 22:00,1/29/2019 22:10,,,,,,,,,,,,
1,1/29/2019 22:10,1/29/2019 22:20,,,,,,,,,,,,
1,1/29/2019 22:20,1/29/2019 22:30,,,,,,,,,,,,
1,1/29/2019 22:30,1/29/2019 22:40,,,,,,,,,,,,
1,1/29/2019 22:40,1/29/2019 22:50,,,,,,,,,,,,
1,1/29/2019 22:50,1/29/2019 23:00,,,,,,,,,,,,
1,1/29/2019 23:00,1/29/2019 23:10,,,,,,,,,,,,
1,1/29/2019 23:10,1/29/2019 23:20,,,,,,,,,,,,
1,1/29/2019 23:20,1/29/2019 23:30,,,,,,,,,,,,
1,1/29/2019 23:30,1/29/2019 23:40,,,,,,,,,,,,
1,1/29/2019 23:40,1/29/2019 23:50,,,,,,,,,,,,
1,1/29/2019 23:50,1/30/2019 0:00,,,,,,,,,,,,
2,1/29/2019 0:00,1/29/2019 0:10,,,,,,,,,,,,
2,1/29/2019 0:10,1/29/2019 0:20,,,,,,,,,,,,
2,1/29/2019 0:20,1/29/2019 0:30,,,,,,,,,,,,
2,1/29/2019 0:30,1/29/2019 0:40,,,,,,,,,,,,
2,1/29/2019 0:40,1/29/2019 0:50,,,,,,,,,,,,
2,1/29/2019 0:50,1/29/2019 1:00,,,,,,,,,,,,
2,1/29/2019 1:00,1/29/2019 1:10,,,,,,,,,,,,
2,1/29/2019 1:10,1/29/2019 1:20,,,,,,,,,,,,
2,1/29/2019 1:20,1/29/2019 1:30,,,,,,,,,,,,
2,1/29/2019 1:30,1/29/2019 1:40,,,,,,,,,,,,
2,1/29/2019 1:40,1/29/2019 1:50,,,,,,,,,,,,
2,1/29/2019 1:50,1/29/2019 2:00,,,,,,,,,,,,
2,1/29/2019 2:00,1/29/2019 2:10,,,,,,,,,,,,
2,1/29/2019 2:10,1/29/2019 2:20,,,,,,,,,,,,
2,1/29/2019 2:20,1/29/2019 2:30,,,,,,,,,,,,
2,1/29/2019 2:30,1/29/2019 2:40,,,,,,,,,,,,
2,1/29/2019 2:40,1/29/2019 2:50,,,,,,,,,,,,
2,1/29/2019 2:50,1/29/2019 3:00,,,,,,,,,,,,
2,1/29/2019 3:00,1/29/2019 3:10,,,,,,,,,,,,
2,1/29/2019 3:10,1/29/2019 3:20,,,,,,,,,,,,
2,1/29/2019 3:20,1/29/2019 3:30,,,,,,,,,,,,
2,1/29/2019 3:30,1/29/2019 3:40,,,,,,,,,,,,
2,1/29/2019 3:40,1/29/2019 3:50,,,,,,,,,,,,
2,1/29/2019 3:50,1/29/2019 4:00,,,,,,,,,,,,
2,1/29/2019 4:00,1/29/2019 4:10,,,,,,,,,,,,
2,1/29/2019 4:10,1/29/2019 4:20,,,,,,,,,,,,
2,1/29/2019 4:20,1/29/2019 4:30,,,,,,,,,,,,
2,1/29/2019 4:30,1/29/2019 4:40,,,,,,,,,,,,
2,1/29/2019 4:40,1/29/2019 4:50,,,,,,,,,,,,
2,1/29/2019 4:50,1/29/2019 5:00,,,,,,,,,,,,
2,1/29/2019 5:00,1/29/2019 5:10,,,,,,,,,,,,
2,1/29/2019 5:10,1/29/2019 5:20,,,,,,,,,,,,
2,1/29/2019 5:20,1/29/2019 5:30,,,,,,,,,,,,
2,1/29/2019 5:30,1/29/2019 5:40,,,,,,,,,,,,
2,1/29/2019 5:40,1/29/2019 5:50,,,,,,,,,,,,
2,1/29/2019 5:50,1/29/2019 6:00,,,,,,,,,,,,
2,1/29/2019 6:00,1/29/2019 6:10,,,,,,,,,,,,
2,1/29/2019 6:10,1/29/2019 6:20,,,,,,,,,,,,
2,1/29/2019 6:20,1/29/2019 6:30,,,,,,,,,,,,
2,1/29/2019 6:30,1/29/2019 6:40,,,,,,,,,,,,
2,1/29/2019 6:40,1/29/2019 6:50,,,,,,,,,,,,
2,1/29/2019 6:50,1/29/2019 7:00,,,,,,,,,,,,
2,1/29/2019 7:00,1/29/2019 7:10,,,,,,,,,,,,
2,1/29/2019 7:10,1/29/2019 7:20,,,,,,,,,,,,
2,1/29/2019 7:20,1/29/2019 7:30,,,,,,,,,,,,
2,1/29/2019 7:30,1/29/2019 7:40,,,,,,,,,,,,
2,1/29/2019 7:40,1/29/2019 7:50,,,,,,,,,,,,
2,1/29/2019 7:50,1/29/2019 8:00,,,,,,,,,,,,
2,1/29/2019 8:00,1/29/2019 8:10,,,,,,,,,,,,
2,1/29/2019 8:10,1/29/2019 8:20,,,,,,,,,,,,
2,1/29/2019 8:20,1/29/2019 8:30,,,,,,,,,,,,
2,1/29/2019 8:30,1/29/2019 8:40,,,,,,,,,,,,
2,1/29/2019 8:40,1/29/2019 8:50,,,,,,,,,,,,
2,1/29/2019 8:50,1/29/2019 9:00,,,,,,,,,,,,
2,1/29/2019 9:00,1/29/2019 9:10,,,,,,,,,,,,
2,1/29/2019 9:10,1/29/2019 9:20,,,,,,,,,,,,
2,1/29/2019 9:20,1/29/2019 9:30,,,,,,,,,,,,
2,1/29/2019 9:30,1/29/2019 9:40,,,,,,,,,,,,
2,1/29/2019 9:40,1/29/2019 9:50,,,,,,,,,,,,
2,1/29/2019 9:50,1/29/2019 10:00,,,,,,,,,,,,
2,1/29/2019 10:00,1/29/2019 10:10,,,,,,,,,,,,
2,1/29/2019 10:10,1/29/2019 10:20,,,,,,,,,,,,
2,1/29/2019 10:20,1/29/2019 10:30,,,,,,,,,,,,
2,1/29/2019 10:30,1/29/2019 10:40,,,,,,,,,,,,
2,1/29/2019 10:40,1/29/2019 10:50,,,,,,,,,,,,
2,1/29/2019 10:50,1/29/2019 11:00,,,,,,,,,,,,
2,1/29/2019 11:00,1/29/2019 11:10,,,,,,,,,,,,
2,1/29/2019 11:10,1/29/2019 11:20,,,,,,,,,,,,
2,1/29/2019 11:20,1/29/2019 11:30,,,,,,,,,,,,
2,1/29/2019 11:30,1/29/2019 11:40,,,,,,,,,,,,
2,1/29/2019 11:40,1/29/2019 11:50,,,,,,,,,,,,
2,1/29/2019 11:50,1/29/2019 12:00,,,,,,,,,,,,
2,1/29/2019 12:00,1/29/2019 12:10,,,,,,,,,,,,
2,1/29/2019 12:10,1/29/2019 12:20,,,,,,,,,,,,
2,1/29/2019 12:20,1/29/2019 12:30,,,,,,,,,,,,
2,1/29/2019 12:30,1/29/2019 12:40,,,,,,,,,,,,
2,1/29/2019 12:40,1/29/2019 12:50,,,,,,,,,,,,
2,1/29/2019 12:50,1/29/2019 13:00,,,,,,,,,,,,
2,1/29/2019 13:00,1/29/2019 13:10,,,,,,,,,,,,
2,1/29/2019 13:10,1/29/2019 13:20,,,,,,,,,,,,
2,1/29/2019 13:20,1/29/2019 13:30,,,,,,,,,,,,
2,1/29/2019 13:30,1/29/2019 13:40,,,,,,,,,,,,
2,1/29/2019 13:40,1/29/2019 13:50,,,,,,,,,,,,
2,1/29/2019 13:50,1/29/2019 14:00,,,,,,,,,,,,
2,1/29/2019 14:00,1/29/2019 14:10,,,,,,,,,,,,
2,1/29/2019 14:10,1/29/2019 14:20,,,,,,,,,,,,
2,1/29/2019 14:20,1/29/2019 14:30,,,,,,,,,,,,
2,1/29/2019 14:30,1/29/2019 14:40,,,,,,,,,,,,
2,1/29/2019 14:40,1/29/2019 14:50,,,,,,,,,,,,
2,1/29/2019 14:50,1/29/2019 15:00,,,,,,,,,,,,
2,1/29/2019 15:00,1/29/2019 15:10,,,,,,,,,,,,
2,1/29/2019 15:10,1/29/2019 15:20,,,,,,,,,,,,
2,1/29/2019 15:20,1/29/2019 15:30,,,,,,,,,,,,
2,1/29/2019 15:30,1/29/2019 15:40,,,,,,,,,,,,
2,1/29/2019 15:40,1/29/2019 15:50,,,,,,,,,,,,
2,1/29/2019 15:50,1/29/2019 16:00,,,,,,,,,,,,
