block,stationID,status,payType,weekDay,holiday,flow
56,0,0,2,3,0,36.0
57,0,0,2,3,0,35.0
58,0,0,2,3,0,39.0
59,0,0,2,3,0,29.0
60,0,0,2,3,0,37.0
61,0,0,2,3,0,42.0
62,0,0,2,3,0,34.0
63,0,0,2,3,0,50.0
64,0,0,2,3,0,29.0
65,0,0,2,3,0,21.0
66,0,0,2,3,0,35.0
67,0,0,2,3,0,25.0
68,0,0,2,3,0,51.0
69,0,0,2,3,0,32.0
70,0,0,2,3,0,41.0
71,0,0,2,3,0,23.0
72,0,0,2,3,0,36.0
73,0,0,2,3,0,31.0
74,0,0,2,3,0,33.0
75,0,0,2,3,0,34.0
76,0,0,2,3,0,41.0
77,0,0,2,3,0,24.0
78,0,0,2,3,0,23.0
79,0,0,2,3,0,46.0
80,0,0,2,3,0,21.0
81,0,0,2,3,0,33.0
82,0,0,2,3,0,25.0
83,0,0,2,3,0,36.0
84,0,0,2,3,0,33.0
85,0,0,2,3,0,45.0
86,0,0,2,3,0,35.0
87,0,0,2,3,0,42.0
88,0,0,2,3,0,48.0
89,0,0,2,3,0,35.0
90,0,0,2,3,0,37.0
91,0,0,2,3,0,57.0
92,0,0,2,3,0,40.0
93,0,0,2,3,0,44.0
94,0,0,2,3,0,60.0
95,0,0,2,3,0,64.0
96,0,0,2,3,0,39.0
97,0,0,2,3,0,59.0
98,0,0,2,3,0,50.0
99,0,0,2,3,0,55.0
100,0,0,2,3,0,59.0
101,0,0,2,3,0,50.0
102,0,0,2,3,0,61.0
103,0,0,2,3,0,69.0
104,0,0,2,3,0,88.0
105,0,0,2,3,0,127.0
106,0,0,2,3,0,95.0
107,0,0,2,3,0,151.0
108,0,0,2,3,0,176.0
109,0,0,2,3,0,99.0
110,0,0,2,3,0,88.0
111,0,0,2,3,0,150.0
112,0,0,2,3,0,95.0
113,0,0,2,3,0,63.0
114,0,0,2,3,0,64.0
115,0,0,2,3,0,45.0
116,0,0,2,3,0,61.0
117,0,0,2,3,0,52.0
118,0,0,2,3,0,30.0
119,0,0,2,3,0,53.0
120,0,0,2,3,0,44.0
121,0,0,2,3,0,35.0
122,0,0,2,3,0,45.0
123,0,0,2,3,0,35.0
124,0,0,2,3,0,34.0
125,0,0,2,3,0,46.0
126,0,0,2,3,0,50.0
127,0,0,2,3,0,40.0
128,0,0,2,3,0,35.0
129,0,0,2,3,0,27.0
130,0,0,2,3,0,37.0
131,0,0,2,3,0,21.0
132,0,0,2,3,0,18.0
133,0,0,2,3,0,16.0
134,0,0,2,3,0,14.0
135,0,0,2,3,0,15.0
136,0,0,2,3,0,23.0
137,0,0,2,3,0,6.0
138,0,0,2,3,0,11.0
139,0,0,2,3,0,1.0
140,0,0,2,3,0,2.0
141,0,0,2,3,0,5.0
142,0,0,2,3,0,3.0
143,0,0,2,3,0,2.0
0,0,0,3,3,0,0.0
1,0,0,3,3,0,0.0
2,0,0,3,3,0,0.0
3,0,0,3,3,0,0.0
4,0,0,3,3,0,0.0
5,0,0,3,3,0,0.0
6,0,0,3,3,0,0.0
7,0,0,3,3,0,0.0
8,0,0,3,3,0,0.0
9,0,0,3,3,0,0.0
10,0,0,3,3,0,0.0
11,0,0,3,3,0,0.0
12,0,0,3,3,0,0.0
13,0,0,3,3,0,0.0
14,0,0,3,3,0,0.0
15,0,0,3,3,0,0.0
16,0,0,3,3,0,0.0
17,0,0,3,3,0,0.0
18,0,0,3,3,0,0.0
19,0,0,3,3,0,0.0
20,0,0,3,3,0,0.0
21,0,0,3,3,0,0.0
22,0,0,3,3,0,0.0
23,0,0,3,3,0,0.0
24,0,0,3,3,0,1.0
25,0,0,3,3,0,0.0
26,0,0,3,3,0,0.0
27,0,0,3,3,0,0.0
28,0,0,3,3,0,0.0
29,0,0,3,3,0,0.0
30,0,0,3,3,0,0.0
31,0,0,3,3,0,0.0
32,0,0,3,3,0,0.0
33,0,0,3,3,0,0.0
34,0,0,3,3,0,0.0
35,0,0,3,3,0,2.0
36,0,0,3,3,0,0.0
37,0,0,3,3,0,0.0
38,0,0,3,3,0,2.0
39,0,0,3,3,0,18.0
40,0,0,3,3,0,4.0
41,0,0,3,3,0,2.0
42,0,0,3,3,0,7.0
43,0,0,3,3,0,4.0
44,0,0,3,3,0,10.0
45,0,0,3,3,0,11.0
46,0,0,3,3,0,7.0
47,0,0,3,3,0,18.0
48,0,0,3,3,0,18.0
49,0,0,3,3,0,27.0
50,0,0,3,3,0,76.0
51,0,0,3,3,0,148.0
52,0,0,3,3,0,227.0
53,0,0,3,3,0,105.0
54,0,0,3,3,0,72.0
55,0,0,3,3,0,41.0
56,0,0,3,3,0,24.0
57,0,0,3,3,0,28.0
58,0,0,3,3,0,20.0
59,0,0,3,3,0,28.0
60,0,0,3,3,0,40.0
61,0,0,3,3,0,23.0
62,0,0,3,3,0,27.0
63,0,0,3,3,0,32.0
64,0,0,3,3,0,28.0
65,0,0,3,3,0,21.0
66,0,0,3,3,0,26.0
67,0,0,3,3,0,25.0
68,0,0,3,3,0,35.0
69,0,0,3,3,0,24.0
70,0,0,3,3,0,37.0
71,0,0,3,3,0,28.0
72,0,0,3,3,0,29.0
73,0,0,3,3,0,41.0
74,0,0,3,3,0,44.0
75,0,0,3,3,0,36.0
76,0,0,3,3,0,61.0
77,0,0,3,3,0,52.0
78,0,0,3,3,0,39.0
79,0,0,3,3,0,36.0
80,0,0,3,3,0,38.0
81,0,0,3,3,0,39.0
82,0,0,3,3,0,42.0
83,0,0,3,3,0,27.0
84,0,0,3,3,0,41.0
85,0,0,3,3,0,45.0
86,0,0,3,3,0,29.0
87,0,0,3,3,0,39.0
88,0,0,3,3,0,38.0
89,0,0,3,3,0,52.0
90,0,0,3,3,0,47.0
91,0,0,3,3,0,42.0
92,0,0,3,3,0,36.0
93,0,0,3,3,0,38.0
94,0,0,3,3,0,48.0
95,0,0,3,3,0,52.0
96,0,0,3,3,0,22.0
97,0,0,3,3,0,59.0
98,0,0,3,3,0,37.0
99,0,0,3,3,0,32.0
100,0,0,3,3,0,51.0
101,0,0,3,3,0,32.0
102,0,0,3,3,0,33.0
103,0,0,3,3,0,34.0
104,0,0,3,3,0,16.0
105,0,0,3,3,0,34.0
106,0,0,3,3,0,34.0
107,0,0,3,3,0,22.0
108,0,0,3,3,0,26.0
109,0,0,3,3,0,24.0
110,0,0,3,3,0,24.0
111,0,0,3,3,0,25.0
112,0,0,3,3,0,24.0
113,0,0,3,3,0,21.0
114,0,0,3,3,0,21.0
115,0,0,3,3,0,12.0
116,0,0,3,3,0,22.0
117,0,0,3,3,0,17.0
118,0,0,3,3,0,24.0
119,0,0,3,3,0,20.0
120,0,0,3,3,0,19.0
121,0,0,3,3,0,12.0
122,0,0,3,3,0,21.0
123,0,0,3,3,0,10.0
124,0,0,3,3,0,22.0
125,0,0,3,3,0,18.0
126,0,0,3,3,0,14.0
127,0,0,3,3,0,24.0
128,0,0,3,3,0,7.0
129,0,0,3,3,0,24.0
130,0,0,3,3,0,12.0
131,0,0,3,3,0,20.0
132,0,0,3,3,0,10.0
133,0,0,3,3,0,10.0
134,0,0,3,3,0,11.0
135,0,0,3,3,0,9.0
136,0,0,3,3,0,11.0
137,0,0,3,3,0,5.0
138,0,0,3,3,0,3.0
139,0,0,3,3,0,7.0
140,0,0,3,3,0,5.0
141,0,0,3,3,0,2.0
142,0,0,3,3,0,1.0
143,0,0,3,3,0,0.0
0,0,1,0,3,0,0.0
1,0,1,0,3,0,0.0
2,0,1,0,3,0,0.0
3,0,1,0,3,0,0.0
4,0,1,0,3,0,0.0
5,0,1,0,3,0,0.0
6,0,1,0,3,0,0.0
7,0,1,0,3,0,0.0
8,0,1,0,3,0,0.0
9,0,1,0,3,0,0.0
10,0,1,0,3,0,0.0
11,0,1,0,3,0,0.0
12,0,1,0,3,0,0.0
13,0,1,0,3,0,0.0
14,0,1,0,3,0,0.0
15,0,1,0,3,0,0.0
16,0,1,0,3,0,0.0
17,0,1,0,3,0,0.0
18,0,1,0,3,0,0.0
19,0,1,0,3,0,0.0
20,0,1,0,3,0,0.0
21,0,1,0,3,0,0.0
22,0,1,0,3,0,0.0
23,0,1,0,3,0,0.0
24,0,1,0,3,0,0.0
25,0,1,0,3,0,0.0
26,0,1,0,3,0,0.0
27,0,1,0,3,0,0.0
28,0,1,0,3,0,0.0
29,0,1,0,3,0,0.0
30,0,1,0,3,0,0.0
31,0,1,0,3,0,0.0
32,0,1,0,3,0,0.0
33,0,1,0,3,0,0.0
34,0,1,0,3,0,0.0
35,0,1,0,3,0,0.0
36,0,1,0,3,0,2.0
37,0,1,0,3,0,1.0
38,0,1,0,3,0,5.0
39,0,1,0,3,0,4.0
40,0,1,0,3,0,5.0
41,0,1,0,3,0,14.0
42,0,1,0,3,0,13.0
43,0,1,0,3,0,27.0
44,0,1,0,3,0,37.0
45,0,1,0,3,0,50.0
46,0,1,0,3,0,59.0
47,0,1,0,3,0,65.0
48,0,1,0,3,0,76.0
49,0,1,0,3,0,78.0
50,0,1,0,3,0,74.0
51,0,1,0,3,0,54.0
52,0,1,0,3,0,44.0
53,0,1,0,3,0,22.0
54,0,1,0,3,0,29.0
55,0,1,0,3,0,14.0
56,0,1,0,3,0,9.0
57,0,1,0,3,0,9.0
58,0,1,0,3,0,3.0
59,0,1,0,3,0,6.0
60,0,1,0,3,0,4.0
61,0,1,0,3,0,7.0
62,0,1,0,3,0,8.0
63,0,1,0,3,0,10.0
64,0,1,0,3,0,3.0
65,0,1,0,3,0,1.0
66,0,1,0,3,0,4.0
67,0,1,0,3,0,1.0
68,0,1,0,3,0,5.0
69,0,1,0,3,0,3.0
70,0,1,0,3,0,2.0
71,0,1,0,3,0,6.0
72,0,1,0,3,0,2.0
73,0,1,0,3,0,7.0
74,0,1,0,3,0,4.0
75,0,1,0,3,0,1.0
76,0,1,0,3,0,3.0
77,0,1,0,3,0,2.0
78,0,1,0,3,0,3.0
79,0,1,0,3,0,3.0
80,0,1,0,3,0,5.0
81,0,1,0,3,0,9.0
82,0,1,0,3,0,7.0
83,0,1,0,3,0,7.0
84,0,1,0,3,0,4.0
85,0,1,0,3,0,6.0
86,0,1,0,3,0,2.0
87,0,1,0,3,0,6.0
88,0,1,0,3,0,8.0
89,0,1,0,3,0,3.0
90,0,1,0,3,0,2.0
91,0,1,0,3,0,2.0
92,0,1,0,3,0,1.0
93,0,1,0,3,0,1.0
94,0,1,0,3,0,0.0
95,0,1,0,3,0,2.0
96,0,1,0,3,0,7.0
97,0,1,0,3,0,1.0
98,0,1,0,3,0,9.0
99,0,1,0,3,0,2.0
100,0,1,0,3,0,5.0
101,0,1,0,3,0,8.0
102,0,1,0,3,0,6.0
103,0,1,0,3,0,12.0
104,0,1,0,3,0,4.0
105,0,1,0,3,0,5.0
106,0,1,0,3,0,4.0
107,0,1,0,3,0,6.0
108,0,1,0,3,0,4.0
109,0,1,0,3,0,2.0
110,0,1,0,3,0,4.0
111,0,1,0,3,0,2.0
112,0,1,0,3,0,0.0
113,0,1,0,3,0,4.0
114,0,1,0,3,0,5.0
115,0,1,0,3,0,1.0
116,0,1,0,3,0,9.0
117,0,1,0,3,0,0.0
118,0,1,0,3,0,2.0
119,0,1,0,3,0,5.0
120,0,1,0,3,0,3.0
121,0,1,0,3,0,3.0
122,0,1,0,3,0,3.0
123,0,1,0,3,0,6.0
124,0,1,0,3,0,4.0
125,0,1,0,3,0,3.0
126,0,1,0,3,0,5.0
127,0,1,0,3,0,0.0
128,0,1,0,3,0,5.0
129,0,1,0,3,0,0.0
130,0,1,0,3,0,2.0
131,0,1,0,3,0,1.0
132,0,1,0,3,0,2.0
133,0,1,0,3,0,0.0
134,0,1,0,3,0,0.0
135,0,1,0,3,0,2.0
136,0,1,0,3,0,2.0
137,0,1,0,3,0,0.0
138,0,1,0,3,0,0.0
139,0,1,0,3,0,0.0
140,0,1,0,3,0,0.0
141,0,1,0,3,0,0.0
142,0,1,0,3,0,0.0
143,0,1,0,3,0,0.0
0,0,1,1,3,0,0.0
1,0,1,1,3,0,0.0
2,0,1,1,3,0,0.0
3,0,1,1,3,0,0.0
4,0,1,1,3,0,0.0
5,0,1,1,3,0,0.0
6,0,1,1,3,0,0.0
7,0,1,1,3,0,0.0
8,0,1,1,3,0,0.0
9,0,1,1,3,0,0.0
10,0,1,1,3,0,0.0
11,0,1,1,3,0,0.0
12,0,1,1,3,0,0.0
13,0,1,1,3,0,0.0
14,0,1,1,3,0,0.0
15,0,1,1,3,0,0.0
16,0,1,1,3,0,0.0
17,0,1,1,3,0,0.0
18,0,1,1,3,0,0.0
19,0,1,1,3,0,0.0
20,0,1,1,3,0,0.0
21,0,1,1,3,0,0.0
22,0,1,1,3,0,0.0
23,0,1,1,3,0,0.0
24,0,1,1,3,0,0.0
25,0,1,1,3,0,0.0
26,0,1,1,3,0,0.0
27,0,1,1,3,0,0.0
28,0,1,1,3,0,0.0
29,0,1,1,3,0,0.0
30,0,1,1,3,0,0.0
31,0,1,1,3,0,0.0
32,0,1,1,3,0,0.0
33,0,1,1,3,0,1.0
34,0,1,1,3,0,1.0
35,0,1,1,3,0,5.0
36,0,1,1,3,0,7.0
37,0,1,1,3,0,15.0
38,0,1,1,3,0,10.0
39,0,1,1,3,0,15.0
40,0,1,1,3,0,20.0
41,0,1,1,3,0,42.0
42,0,1,1,3,0,43.0
43,0,1,1,3,0,55.0
44,0,1,1,3,0,61.0
45,0,1,1,3,0,101.0
46,0,1,1,3,0,93.0
47,0,1,1,3,0,121.0
48,0,1,1,3,0,136.0
49,0,1,1,3,0,139.0
50,0,1,1,3,0,157.0
51,0,1,1,3,0,134.0
52,0,1,1,3,0,129.0
53,0,1,1,3,0,91.0
54,0,1,1,3,0,96.0
55,0,1,1,3,0,76.0
56,0,1,1,3,0,59.0
57,0,1,1,3,0,51.0
58,0,1,1,3,0,48.0
59,0,1,1,3,0,62.0
60,0,1,1,3,0,32.0
61,0,1,1,3,0,49.0
62,0,1,1,3,0,38.0
63,0,1,1,3,0,44.0
64,0,1,1,3,0,47.0
65,0,1,1,3,0,34.0
66,0,1,1,3,0,46.0
67,0,1,1,3,0,26.0
68,0,1,1,3,0,29.0
69,0,1,1,3,0,27.0
70,0,1,1,3,0,27.0
71,0,1,1,3,0,31.0
72,0,1,1,3,0,43.0
73,0,1,1,3,0,35.0
74,0,1,1,3,0,47.0
75,0,1,1,3,0,22.0
76,0,1,1,3,0,24.0
77,0,1,1,3,0,41.0
78,0,1,1,3,0,24.0
79,0,1,1,3,0,34.0
80,0,1,1,3,0,40.0
81,0,1,1,3,0,41.0
82,0,1,1,3,0,42.0
83,0,1,1,3,0,27.0
84,0,1,1,3,0,36.0
85,0,1,1,3,0,41.0
86,0,1,1,3,0,31.0
87,0,1,1,3,0,36.0
88,0,1,1,3,0,31.0
89,0,1,1,3,0,28.0
90,0,1,1,3,0,18.0
91,0,1,1,3,0,20.0
92,0,1,1,3,0,34.0
93,0,1,1,3,0,31.0
94,0,1,1,3,0,31.0
95,0,1,1,3,0,13.0
96,0,1,1,3,0,37.0
97,0,1,1,3,0,21.0
98,0,1,1,3,0,34.0
99,0,1,1,3,0,21.0
100,0,1,1,3,0,39.0
101,0,1,1,3,0,35.0
102,0,1,1,3,0,30.0
103,0,1,1,3,0,46.0
104,0,1,1,3,0,35.0
105,0,1,1,3,0,36.0
106,0,1,1,3,0,34.0
107,0,1,1,3,0,45.0
108,0,1,1,3,0,18.0
109,0,1,1,3,0,23.0
110,0,1,1,3,0,14.0
111,0,1,1,3,0,12.0
112,0,1,1,3,0,18.0
113,0,1,1,3,0,18.0
114,0,1,1,3,0,9.0
115,0,1,1,3,0,14.0
116,0,1,1,3,0,15.0
117,0,1,1,3,0,13.0
118,0,1,1,3,0,23.0
119,0,1,1,3,0,8.0
120,0,1,1,3,0,17.0
121,0,1,1,3,0,23.0
122,0,1,1,3,0,10.0
123,0,1,1,3,0,21.0
124,0,1,1,3,0,13.0
125,0,1,1,3,0,12.0
126,0,1,1,3,0,16.0
127,0,1,1,3,0,8.0
128,0,1,1,3,0,15.0
129,0,1,1,3,0,8.0
130,0,1,1,3,0,4.0
131,0,1,1,3,0,7.0
132,0,1,1,3,0,3.0
133,0,1,1,3,0,8.0
134,0,1,1,3,0,1.0
135,0,1,1,3,0,3.0
136,0,1,1,3,0,2.0
137,0,1,1,3,0,2.0
138,0,1,1,3,0,1.0
139,0,1,1,3,0,0.0
140,0,1,1,3,0,0.0
141,0,1,1,3,0,0.0
142,0,1,1,3,0,0.0
143,0,1,1,3,0,0.0
0,0,1,2,3,0,0.0
1,0,1,2,3,0,0.0
2,0,1,2,3,0,0.0
3,0,1,2,3,0,0.0
4,0,1,2,3,0,0.0
5,0,1,2,3,0,0.0
6,0,1,2,3,0,0.0
7,0,1,2,3,0,0.0
